,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Championship,2425,Blackburn,Adam Forshaw,ENG,MF,32,1991,16,5,563,6.3,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16
ENG-Championship,2425,Blackburn,Amario Cozier-Duberry,ENG,MF,19,2005,22,6,723,8.0,1,0,1,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12
ENG-Championship,2425,Blackburn,Andreas Weimann,AUT,MF,32,1991,30,15,1411,15.7,7,2,9,7,0,0,2,0,0.45,0.13,0.57,0.45,0.57
ENG-Championship,2425,Blackburn,Arnór Sigurðsson,ISL,"FW,MF",25,1999,5,0,62,0.7,1,0,1,1,0,0,0,0,1.45,0.0,1.45,1.45,1.45
ENG-Championship,2425,Blackburn,Augustus Kargbo,SLE,MF,24,1999,8,2,186,2.1,0,1,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48
ENG-Championship,2425,Blackburn,Aynsley Pears,ENG,GK,26,1998,40,40,3600,40.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Blackburn,Balázs Tóth,HUN,GK,26,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Blackburn,Callum Brittain,ENG,DF,26,1998,33,30,2659,29.5,2,5,7,2,0,0,5,0,0.07,0.17,0.24,0.07,0.24
ENG-Championship,2425,Blackburn,Cauley Woodrow,ENG,MF,29,1994,9,2,222,2.5,0,1,1,0,0,0,0,0,0.0,0.41,0.41,0.0,0.41
ENG-Championship,2425,Blackburn,Danny Batth,ENG,DF,33,1990,37,34,3009,33.4,2,0,2,2,0,0,5,0,0.06,0.0,0.06,0.06,0.06
ENG-Championship,2425,Blackburn,Dion Sanderson,ENG,DF,24,1999,12,4,567,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Blackburn,Dominic Hyam,SCO,DF,28,1995,46,46,4140,46.0,2,2,4,2,0,0,5,0,0.04,0.04,0.09,0.04,0.09
ENG-Championship,2425,Blackburn,Emmanuel Dennis,NGA,MF,26,1997,6,1,160,1.8,0,1,1,0,0,0,3,1,0.0,0.56,0.56,0.0,0.56
ENG-Championship,2425,Blackburn,Harry Leonard,ENG,FW,20,2003,9,0,149,1.7,1,0,1,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6
ENG-Championship,2425,Blackburn,Harry Pickering,ENG,DF,25,1998,15,12,1039,11.5,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
ENG-Championship,2425,Blackburn,Hayden Carter,ENG,DF,24,1999,16,16,1363,15.1,0,1,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07
ENG-Championship,2425,Blackburn,Igor Tyjon,ENG,FW,16,2008,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Blackburn,Joe Rankin-Costello,ENG,"DF,MF",25,1999,29,13,1249,13.9,2,2,4,2,0,0,4,0,0.14,0.14,0.29,0.14,0.29
ENG-Championship,2425,Blackburn,John Buckley,ENG,MF,24,1999,23,8,855,9.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Blackburn,Kristi Montgomery,SCO,DF,20,2004,3,1,137,1.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Blackburn,Kyle McFadzean,SCO,DF,37,1987,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Blackburn,Leo Duru,ENG,DF,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Blackburn,Lewis Baker,ENG,MF,29,1995,13,7,596,6.6,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15
ENG-Championship,2425,Blackburn,Lewis Travis,ENG,MF,26,1997,38,37,3216,35.7,2,1,3,2,0,0,11,0,0.06,0.03,0.08,0.06,0.08
ENG-Championship,2425,Blackburn,Makhtar Gueye,SEN,FW,26,1997,44,23,2193,24.4,6,6,12,6,0,0,10,1,0.25,0.25,0.49,0.25,0.49
ENG-Championship,2425,Blackburn,Owen Beck,WAL,"DF,MF",21,2002,24,21,1874,20.8,1,0,1,1,0,0,3,1,0.05,0.0,0.05,0.05,0.05
ENG-Championship,2425,Blackburn,Ryan Hedges,WAL,MF,29,1995,42,33,2561,28.5,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11
ENG-Championship,2425,Blackburn,Sammie Szmodics,IRL,"FW,MF",28,1995,1,0,26,0.3,1,1,2,1,0,0,0,0,3.46,3.46,6.92,3.46,6.92
ENG-Championship,2425,Blackburn,Sondre Tronstad,NOR,MF,28,1995,38,36,3130,34.8,2,0,2,2,0,0,5,0,0.06,0.0,0.06,0.06,0.06
ENG-Championship,2425,Blackburn,Todd Cantwell,ENG,MF,26,1998,37,27,2479,27.5,3,7,10,1,2,2,6,0,0.11,0.25,0.36,0.04,0.29
ENG-Championship,2425,Blackburn,Tyrhys Dolan,ENG,MF,22,2001,44,40,3175,35.3,7,6,13,6,1,1,12,0,0.2,0.17,0.37,0.17,0.34
ENG-Championship,2425,Blackburn,Yuki Ohashi,JPN,"FW,MF",28,1996,36,26,2221,24.7,9,3,12,9,0,0,3,0,0.36,0.12,0.49,0.36,0.49
ENG-Championship,2425,Blackburn,Yuri Ribeiro,POR,DF,27,1997,15,15,1350,15.0,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07
ENG-Championship,2425,Bristol City,Anis Mehmeti,ALB,"MF,FW",23,2001,42,29,2558,28.4,12,1,13,10,2,2,3,0,0.42,0.04,0.46,0.35,0.39
ENG-Championship,2425,Bristol City,Cameron Pring,ENG,"DF,MF",26,1998,32,27,2228,24.8,0,3,3,0,0,0,8,0,0.0,0.12,0.12,0.0,0.12
ENG-Championship,2425,Bristol City,Elijah Morrison,ENG,MF,18,2006,3,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Bristol City,Fally Mayulu,FRA,FW,22,2002,15,3,402,4.5,2,0,2,2,0,0,0,0,0.45,0.0,0.45,0.45,0.45
ENG-Championship,2425,Bristol City,George Earthy,ENG,"MF,FW",19,2004,37,11,1457,16.2,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25
ENG-Championship,2425,Bristol City,George Tanner,ENG,"DF,MF",24,1999,32,23,2002,22.2,2,0,2,2,0,0,2,0,0.09,0.0,0.09,0.09,0.09
ENG-Championship,2425,Bristol City,Harry Cornick,ENG,"FW,MF",29,1995,3,0,38,0.4,1,0,1,1,0,0,0,0,2.37,0.0,2.37,2.37,2.37
ENG-Championship,2425,Bristol City,Haydon Roberts,ENG,"MF,DF",22,2002,30,15,1635,18.2,1,1,2,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11
ENG-Championship,2425,Bristol City,Jason Knight,IRL,MF,23,2001,46,46,4140,46.0,3,6,9,3,0,0,6,0,0.07,0.13,0.2,0.07,0.2
ENG-Championship,2425,Bristol City,Joe Williams,ENG,MF,27,1996,24,18,1417,15.7,0,4,4,0,0,0,6,1,0.0,0.25,0.25,0.0,0.25
ENG-Championship,2425,Bristol City,Kal Naismith,SCO,DF,32,1992,6,2,286,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Bristol City,Luke McNally,IRL,DF,24,1999,26,26,2322,25.8,3,1,4,3,0,0,5,0,0.12,0.04,0.16,0.12,0.16
ENG-Championship,2425,Bristol City,Marcus McGuane,ENG,MF,25,1999,21,11,1063,11.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Bristol City,Mark Sykes,IRL,MF,26,1997,27,21,1707,19.0,3,4,7,3,0,0,5,0,0.16,0.21,0.37,0.16,0.37
ENG-Championship,2425,Bristol City,Max Bird,ENG,MF,23,2000,46,43,3481,38.7,1,8,9,1,0,0,1,0,0.03,0.21,0.23,0.03,0.23
ENG-Championship,2425,Bristol City,Max O'Leary,IRL,GK,27,1996,46,46,4140,46.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Bristol City,Nahki Wells,BER,FW,34,1990,39,26,2052,22.8,10,4,14,9,1,1,3,0,0.44,0.18,0.61,0.39,0.57
ENG-Championship,2425,Bristol City,Robert Dickie,ENG,DF,28,1996,36,35,3121,34.7,2,1,3,2,0,0,5,1,0.06,0.03,0.09,0.06,0.09
ENG-Championship,2425,Bristol City,Ross McCrorie,SCO,"MF,DF",26,1998,23,18,1475,16.4,5,0,5,5,0,0,10,1,0.31,0.0,0.31,0.31,0.31
ENG-Championship,2425,Bristol City,Sam Bell,ENG,"FW,MF",22,2002,20,0,440,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Bristol City,Scott Twine,ENG,"MF,FW",25,1999,35,26,2119,23.5,5,3,8,5,0,0,6,0,0.21,0.13,0.34,0.21,0.34
ENG-Championship,2425,Bristol City,Sinclair Armstrong,IRL,FW,21,2003,36,17,1555,17.3,3,0,3,3,0,0,1,0,0.17,0.0,0.17,0.17,0.17
ENG-Championship,2425,Bristol City,Yu Hirakawa,JPN,MF,23,2001,36,17,1657,18.4,2,2,4,2,0,0,0,0,0.11,0.11,0.22,0.11,0.22
ENG-Championship,2425,Bristol City,Zak Vyner,KEN,DF,27,1997,46,46,4140,46.0,1,0,1,1,0,0,3,0,0.02,0.0,0.02,0.02,0.02
ENG-Championship,2425,Burnley,Aaron Ramsey,ENG,MF,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Anass Zaroury,MAR,"FW,MF",23,2000,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Andreas Hountondji,BEN,"MF,FW",22,2002,9,2,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Ashley Barnes,ENG,FW,34,1989,13,1,134,1.5,1,1,2,1,0,0,1,0,0.67,0.67,1.34,0.67,1.34
ENG-Championship,2425,Burnley,Bashir Humphreys,ENG,DF,21,2003,25,20,1777,19.7,1,2,3,1,0,0,3,1,0.05,0.1,0.15,0.05,0.15
ENG-Championship,2425,Burnley,Benson Manuel,ANG,"FW,MF",27,1997,3,0,46,0.5,1,0,1,1,0,0,1,0,1.96,0.0,1.96,1.96,1.96
ENG-Championship,2425,Burnley,CJ Egan-Riley,ENG,DF,21,2003,41,40,3601,40.0,1,1,2,1,0,0,7,1,0.02,0.02,0.05,0.02,0.05
ENG-Championship,2425,Burnley,Connor Roberts,WAL,DF,28,1995,41,40,3636,40.4,2,3,5,2,0,0,4,0,0.05,0.07,0.12,0.05,0.12
ENG-Championship,2425,Burnley,Dara O'Shea,IRL,DF,25,1999,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
ENG-Championship,2425,Burnley,Enock Agyei,BEL,FW,19,2005,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Han-Noah Massengo,FRA,MF,23,2001,8,1,97,1.1,0,1,1,0,0,0,1,0,0.0,0.93,0.93,0.0,0.93
ENG-Championship,2425,Burnley,Hannibal Mejbri,TUN,MF,21,2003,37,23,1924,21.4,1,4,5,1,0,0,8,1,0.05,0.19,0.23,0.05,0.23
ENG-Championship,2425,Burnley,Jaidon Anthony,ENG,MF,24,1999,43,42,3661,40.7,8,7,15,8,0,0,4,0,0.2,0.17,0.37,0.2,0.37
ENG-Championship,2425,Burnley,James Trafford,ENG,GK,21,2002,45,45,4050,45.0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Jay Rodriguez,ENG,FW,35,1989,20,8,747,8.3,2,0,2,1,1,1,1,0,0.24,0.0,0.24,0.12,0.12
ENG-Championship,2425,Burnley,Jeremy Sarmiento,ECU,MF,22,2002,35,11,1166,13.0,4,0,4,4,0,0,4,0,0.31,0.0,0.31,0.31,0.31
ENG-Championship,2425,Burnley,Joe Worrall,ENG,DF,27,1997,9,3,285,3.2,0,1,1,0,0,0,1,0,0.0,0.32,0.32,0.0,0.32
ENG-Championship,2425,Burnley,John Egan,IRL,DF,31,1992,7,1,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Jonjo Shelvey,ENG,MF,32,1992,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Josh Brownhill,ENG,MF,28,1995,42,39,3474,38.6,18,6,24,15,3,3,5,0,0.47,0.16,0.62,0.39,0.54
ENG-Championship,2425,Burnley,Josh Cullen,IRL,MF,28,1996,44,43,3801,42.2,2,3,5,2,0,0,11,0,0.05,0.07,0.12,0.05,0.12
ENG-Championship,2425,Burnley,Josh Laurent,ENG,MF,29,1995,42,25,2451,27.2,2,2,4,2,0,0,4,0,0.07,0.07,0.15,0.07,0.15
ENG-Championship,2425,Burnley,Jóhann Berg Guðmundsson,ISL,"FW,MF",33,1990,1,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0.0,5.63,5.63,5.63
ENG-Championship,2425,Burnley,Luca Koleosho,ITA,MF,19,2004,28,20,1677,18.6,2,0,2,2,0,0,4,0,0.11,0.0,0.11,0.11,0.11
ENG-Championship,2425,Burnley,Lucas,BRA,DF,23,2001,34,32,2794,31.0,0,2,2,0,0,0,7,0,0.0,0.06,0.06,0.0,0.06
ENG-Championship,2425,Burnley,Luke McNally,IRL,DF,24,1999,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Lyle Foster,RSA,"FW,MF",23,2000,28,17,1590,17.7,2,5,7,2,0,0,4,0,0.11,0.28,0.4,0.11,0.4
ENG-Championship,2425,Burnley,Marcus Edwards,ENG,MF,25,1998,14,12,936,10.4,1,1,2,1,0,0,1,0,0.1,0.1,0.19,0.1,0.19
ENG-Championship,2425,Burnley,Maxime Estève,FRA,DF,22,2002,46,46,4055,45.1,1,0,1,1,0,0,3,0,0.02,0.0,0.02,0.02,0.02
ENG-Championship,2425,Burnley,Nathan Redmond,ENG,"FW,MF",30,1994,2,0,14,0.2,0,1,1,0,0,0,0,0,0.0,6.43,6.43,0.0,6.43
ENG-Championship,2425,Burnley,Oliver Sonne,PER,DF,23,2000,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Shurandy Sambo,CUW,DF,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Vitinho,BRA,MF,25,1999,3,3,235,2.6,1,1,2,1,0,0,0,0,0.38,0.38,0.77,0.38,0.77
ENG-Championship,2425,Burnley,Václav Hladký,CZE,GK,33,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Wilson Odobert,FRA,MF,19,2004,1,1,89,1.0,1,0,1,1,0,0,0,0,1.01,0.0,1.01,1.01,1.01
ENG-Championship,2425,Burnley,Wout Weghorst,NED,FW,31,1992,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Burnley,Zeki Amdouni,SUI,"FW,MF",23,2000,2,0,35,0.4,1,0,1,1,0,0,0,0,2.57,0.0,2.57,2.57,2.57
ENG-Championship,2425,Burnley,Zian Flemming,NED,FW,25,1998,35,28,2424,26.9,12,4,16,12,0,0,3,0,0.45,0.15,0.59,0.45,0.59
ENG-Championship,2425,Cardiff City,Aaron Ramsey,WAL,MF,33,1990,8,6,557,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Alex Robertson,AUS,MF,21,2003,35,29,2409,26.8,3,3,6,3,0,0,7,0,0.11,0.11,0.22,0.11,0.22
ENG-Championship,2425,Cardiff City,Andy Rinomhota,ZIM,"MF,DF",27,1997,30,24,2106,23.4,0,1,1,0,0,0,6,0,0.0,0.04,0.04,0.0,0.04
ENG-Championship,2425,Cardiff City,Anwar El Ghazi,NED,"MF,FW",29,1995,25,14,1175,13.1,3,1,4,3,0,0,0,0,0.23,0.08,0.31,0.23,0.31
ENG-Championship,2425,Cardiff City,Callum O'Dowda,IRL,"DF,MF",29,1995,42,41,3546,39.4,2,3,5,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13
ENG-Championship,2425,Cardiff City,Callum Robinson,IRL,FW,29,1995,34,24,2023,22.5,12,1,13,12,0,0,1,1,0.53,0.04,0.58,0.53,0.58
ENG-Championship,2425,Cardiff City,Calum Chambers,ENG,"DF,MF",29,1995,41,41,3513,39.0,2,1,3,2,0,0,8,1,0.05,0.03,0.08,0.05,0.08
ENG-Championship,2425,Cardiff City,Chris Willock,ENG,"MF,FW",26,1998,32,17,1548,17.2,2,2,4,2,0,0,0,0,0.12,0.12,0.23,0.12,0.23
ENG-Championship,2425,Cardiff City,Cian Ashford,WAL,"MF,FW",19,2004,28,17,1522,16.9,2,3,5,2,0,0,0,0,0.12,0.18,0.3,0.12,0.3
ENG-Championship,2425,Cardiff City,David Turnbull,SCO,MF,25,1999,19,10,826,9.2,1,0,1,1,0,1,2,0,0.11,0.0,0.11,0.11,0.11
ENG-Championship,2425,Cardiff City,Dimitris Goutas,GRE,DF,30,1994,34,33,2919,32.4,1,1,2,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06
ENG-Championship,2425,Cardiff City,Dylan Lawlor,WAL,DF,18,2006,1,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Emmanouil Siopis,GRE,MF,30,1994,21,16,1444,16.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Ethan Horvath,USA,GK,29,1995,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Isaak Davies,WAL,MF,22,2001,9,3,287,3.2,2,0,2,2,0,0,1,0,0.63,0.0,0.63,0.63,0.63
ENG-Championship,2425,Cardiff City,Jak Alnwick,ENG,GK,31,1993,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Jamilu Collins,NGA,DF,29,1994,3,2,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Jesper Daland,NOR,DF,24,2000,20,16,1427,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Joe Ralls,ENG,MF,30,1993,21,15,1148,12.8,0,1,1,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08
ENG-Championship,2425,Cardiff City,Joel Bagan,IRL,DF,24,2000,31,17,1612,17.9,0,1,1,0,0,0,4,1,0.0,0.06,0.06,0.0,0.06
ENG-Championship,2425,Cardiff City,Malachi Fagan-Walcott,ENG,DF,22,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Michael Reindorf,ENG,MF,19,2005,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Ollie Tanner,ENG,MF,22,2002,29,15,1387,15.4,2,2,4,2,0,0,1,0,0.13,0.13,0.26,0.13,0.26
ENG-Championship,2425,Cardiff City,Perry Ng,ENG,DF,28,1996,35,31,2793,31.0,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06
ENG-Championship,2425,Cardiff City,Ronan Kpakio,WAL,DF,17,2007,3,1,108,1.2,0,1,1,0,0,0,0,0,0.0,0.83,0.83,0.0,0.83
ENG-Championship,2425,Cardiff City,Rubin Colwill,WAL,"MF,FW",22,2002,43,24,2522,28.0,1,4,5,1,0,0,3,0,0.04,0.14,0.18,0.04,0.18
ENG-Championship,2425,Cardiff City,Sivert Mannsverk,NOR,MF,22,2002,14,12,1004,11.2,0,1,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
ENG-Championship,2425,Cardiff City,Tanatswa Nyakuhwa,WAL,FW,18,2005,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Wilfried Kanga,CIV,FW,26,1998,15,5,458,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Will Alves,ENG,"MF,FW",19,2005,14,8,667,7.4,1,3,4,1,0,0,0,0,0.13,0.4,0.54,0.13,0.54
ENG-Championship,2425,Cardiff City,Will Fish,ENG,DF,21,2003,21,14,1376,15.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Cardiff City,Yakou Méïte,CIV,"MF,FW",28,1996,34,11,1201,13.3,3,0,3,3,0,0,1,0,0.22,0.0,0.22,0.22,0.22
ENG-Championship,2425,Cardiff City,Yousef Salech,DEN,FW,22,2002,20,14,1276,14.2,8,1,9,7,1,1,2,0,0.56,0.07,0.63,0.49,0.56
ENG-Championship,2425,Coventry City,Ben Sheaf,ENG,MF,26,1998,29,23,2130,23.7,0,2,2,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08
ENG-Championship,2425,Coventry City,Ben Wilson,ENG,GK,31,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Coventry City,Bobby Thomas,ENG,DF,23,2001,38,37,3334,37.0,5,0,5,5,0,0,4,0,0.13,0.0,0.13,0.13,0.13
ENG-Championship,2425,Coventry City,Bradley Collins,ENG,GK,27,1997,15,14,1313,14.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Coventry City,Brandon Thomas-Asante,GHA,FW,25,1998,36,14,1449,16.1,4,3,7,4,0,0,3,0,0.25,0.19,0.43,0.25,0.43
ENG-Championship,2425,Coventry City,Ellis Simms,ENG,FW,23,2001,43,26,2286,25.4,6,2,8,6,0,1,1,0,0.24,0.08,0.31,0.24,0.31
ENG-Championship,2425,Coventry City,Ephron Mason-Clark,JAM,"MF,FW",24,1999,30,17,1630,18.1,5,5,10,5,0,0,2,0,0.28,0.28,0.55,0.28,0.55
ENG-Championship,2425,Coventry City,Fabio Tavares,ENG,FW,23,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Coventry City,Haji Wright,USA,"MF,FW",26,1998,27,21,1947,21.6,12,1,13,11,1,1,1,0,0.55,0.05,0.6,0.51,0.55
ENG-Championship,2425,Coventry City,Jack Rudoni,ENG,MF,24,2000,43,40,3502,38.9,9,12,21,9,0,0,3,0,0.23,0.31,0.54,0.23,0.54
ENG-Championship,2425,Coventry City,Jake Bidwell,ENG,"DF,MF",31,1993,29,23,2062,22.9,1,1,2,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09
ENG-Championship,2425,Coventry City,Jamie Allen,ENG,MF,29,1995,21,12,1004,11.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Coventry City,Jamie Paterson,ENG,"FW,MF",32,1991,8,0,79,0.9,1,0,1,1,0,0,1,0,1.14,0.0,1.14,1.14,1.14
ENG-Championship,2425,Coventry City,Jay Dasilva,WAL,"DF,MF",26,1998,31,20,1807,20.1,0,1,1,0,0,0,2,1,0.0,0.05,0.05,0.0,0.05
ENG-Championship,2425,Coventry City,Josh Eccles,ENG,MF,24,2000,39,25,2340,26.0,3,3,6,3,0,0,6,0,0.12,0.12,0.23,0.12,0.23
ENG-Championship,2425,Coventry City,Joël Latibeaudière,JAM,DF,24,2000,33,29,2574,28.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Coventry City,Kasey Palmer,JAM,MF,27,1996,3,0,54,0.6,1,0,1,1,0,0,1,0,1.67,0.0,1.67,1.67,1.67
ENG-Championship,2425,Coventry City,Liam Kitching,ENG,DF,24,1999,27,26,2284,25.4,0,1,1,0,0,0,7,0,0.0,0.04,0.04,0.0,0.04
ENG-Championship,2425,Coventry City,Luis Binks,ENG,DF,22,2001,22,21,1852,20.6,0,1,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05
ENG-Championship,2425,Coventry City,Matt Grimes,ENG,MF,29,1995,16,15,1366,15.2,2,1,3,2,0,0,4,0,0.13,0.07,0.2,0.13,0.2
ENG-Championship,2425,Coventry City,Milan van Ewijk,NED,"DF,MF",23,2000,45,45,4010,44.6,2,2,4,2,0,0,1,0,0.04,0.04,0.09,0.04,0.09
ENG-Championship,2425,Coventry City,Norman Bassette,BEL,FW,19,2004,25,11,907,10.1,2,0,2,2,0,0,5,0,0.2,0.0,0.2,0.2,0.2
ENG-Championship,2425,Coventry City,Oliver Dovin,SWE,GK,22,2002,28,28,2467,27.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Coventry City,Raphael Borges Rodrigues,AUS,MF,20,2003,3,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Championship,2425,Coventry City,Tatsuhiro Sakamoto,JPN,"MF,FW",27,1996,42,30,2587,28.7,4,6,10,4,0,0,4,0,0.14,0.21,0.35,0.14,0.35
ENG-Championship,2425,Coventry City,Victor Torp,DEN,MF,25,1999,36,25,2107,23.4,6,4,10,5,1,2,2,0,0.26,0.17,0.43,0.21,0.38
ENG-Championship,2425,Derby County,Ben Osborn,ENG,"MF,DF",29,1994,25,18,1702,18.9,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05
ENG-Championship,2425,Derby County,Callum Elder,AUS,"DF,MF",29,1995,29,24,2149,23.9,0,3,3,0,0,0,8,0,0.0,0.13,0.13,0.0,0.13
ENG-Championship,2425,Derby County,Corey Blackett-Taylor,ENG,"MF,FW",26,1997,12,4,404,4.5,1,0,1,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22
ENG-Championship,2425,Derby County,Craig Forsyth,SCO,"DF,MF",35,1989,39,26,2557,28.4,3,4,7,3,0,0,4,0,0.11,0.14,0.25,0.11,0.25
ENG-Championship,2425,Derby County,Curtis Nelson,ENG,DF,31,1993,27,27,2430,27.0,2,1,3,2,0,0,3,0,0.07,0.04,0.11,0.07,0.11
ENG-Championship,2425,Derby County,Dajaune Brown,JAM,FW,18,2005,15,3,387,4.3,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23
ENG-Championship,2425,Derby County,David Ozoh,ENG,MF,19,2005,10,9,699,7.8,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13
